train_id,text,C0027497:nausea,C0011991:diarrhea,C0015672:fatigue,C0042963:vomiting,C0003123:loss of appetite,C0018681:headache,C0015967:fever,C0206062:interstitial lung disease,C0023895:liver damage,C0012833:dizziness,C0030193:pain,C0002170:alopecia,C0004096:analgesic asthma syndrome,C0022658:renal impairment,C0020517:hypersensitivity,C0917801:insomnia,C0009806:constipation,C0005956:bone marrow dysfunction,C0000737:abdominal pain,C0010692:hemorrhagic cystitis,C0015230:rash,C0149745:stomatitis
17.0,"<user_name> Tuberculosis is a deadly disease if you don't take anti-tuberculosis drugs, so please don't take them unless you suspect a cold or flu or some other infectious disease.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,"<user_name> Thanks to the colchicine, the pain has subsided a lot! I still have a slight fever, though.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,"<user_name> I see! Cisplatin can cause nausea and loss of appetite, so you were also on -1 and docetaxel. I'm in the hospital once a month for a checkup and I feel better than I did before that, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,"After wondering if I should take the corona vaccine even though I'm allergic to contrast media, it's been 10 hours since the first dose with Pfizer and I've had an adverse reaction. My arms were sore last night, but today I feel tired <url>.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23.0,<user_name> I wonder if I have aspirin asthma or something - thanks!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,"<user_name> Hello. In my case, I'm taking methotrexate and I've been told that I should stop it if my rheumatoid arthritis gets worse, but I think you should talk to your doctor about it too.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,"I went to the dentist and the swelling went down! But I'm still in pain, so I'm taking antibiotics and loxonin, and if it hurts again, I'll go to the hospital.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,"I finished C due to side effects of the contrast dye. I was feeling kind of sick and nausea was getting worse, so I thought it would be tough, but this morning my chest hurts... I'm going to go to the hospital tomorrow, though I'm anxious because I have 2 hours left until the test results...",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28.0,Azathioprine side effects are hard... # #Polyarteritis Nodosa #Steroid Pulse Therapy <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,"Side effects of azathioprine are interstitial pneumonia and bone marrow suppression. Steroids and immunosuppressive drugs are also used, but they are rarely long term #eing #question box <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,"#Glucophage #Metformin &gt; Glucophage (metformin, metformin) is a treatment for type 2 diabetes. Glucophage not only reduces the absorption of sugar in the body and the production of sugar in the liver, but also through muscle and cellular tissue.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,"Why do I feel so dizzy after taking an antibiotic called minocycline!!!! I have to take it again tomorrow, but what if I don't take it?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.0,I know a lot of people suffer from antibiotic drug rashes I went to the emergency room last year with similar symptoms and it was anaphylaxis. What about this time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33.0,"If minocycline improves neuropathy, I think ivermectin would help, but I started taking it this morning and after a couple of days, the sensitivity seems to have subsided.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,"A side effect of azathioprine is interstitial pneumonia. Steroids, immunosuppressants, and other drugs are used, but care must be taken because the disease tends to recur if treatment is incorrect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,"#Corona vaccine 2nd dose of Pfizer on Sept 12, 2019. A week after that, the swelling and redness on my arm spread and I saw an outpatient for fever yesterday. No antibodies were attached and I will hear the results today.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,"<user_name>Some people get diarrhea from antibiotics, so be careful~!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,"<user_name> Yes, I heard that taking biaaspirin improves blood flow, but I'm afraid it won't stop the bleeding... Please take care of yourself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,Day 5 of cisplatin administration. I was very nauseous and sluggish about an hour after the infusion. Last night I had a hard time sleeping due to loss of appetite and low blood sugar... I am starting to wonder if I will be able to sleep today. I wonder if I'll feel better tomorrow <url>.,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,"The side effects of cisplatin are loss of appetite, insomnia, and nausea...I'm supposed to take it in two divided doses a day, but the nausea is worse than I've ever felt before...it's painful...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,"・Isoniazide is effective against Mycobacterium tuberculosis, but can cause side effects such as liver and kidney damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,"<user_name> Excuse me for being outside. I lost my ventricular tachycardia 2 years ago and I was taking 6 mg of lidocaine a day and it made it so bad that I couldn't move. I was on amiodarone at the time, but when I stopped, I calmed down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,"<user_name> Ah, I knew it, you have aspirin asthma! I also coughed and threw up when I took Loxonin. I also had difficulty breathing just because my throat was swollen (sweat).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,"<user_name> Azathioprine and Pepcid are drug therapies for gastroenteritis. I was first cured with mesalazine and repamipide (azathioprine), but after about 2 years I had side effects again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,"When uric acid levels are elevated in patients with tuberculosis (TB), anti-tuberculosis drugs are effective. However, these drugs prevent the growth of Mycobacterium tuberculosis by inhibiting the synthesis of its cell wall and at the same time eliminating pathogenic microorganisms. As a result, a cytokine storm occurs, resulting in hemoperfusion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,"I have side effects of methotrexate, nausea and diarrhea are terrible. It's been 3 days since I finished it and it still hasn't gone away. Is your face swollen? #rheumatoid arthritis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,"Antibiotics make me drowsy and decrease my appetite, so I shouldn't eat <url>.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,"I went to the hospital today for a checkup! My fibroids are getting smaller and smaller, and I don't want to have surgery, so they are going to take a contrast C scan next time!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,Day 3 after infliximab administration. Fever has dropped to normal and the malaise has subsided a bit. I wonder if the swelling in my throat will subside.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,I couldn't sleep because of the stomach ache. I can finish the antibiotic drip today and tomorrow and hope the pain goes away the day after tomorrow!!!! #Secret Old Dog Club <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,Good morning how long will it snow? #Gout attack Day 139 #Achieved 55 days sober #Sobriety 8/14 - drinking #Febrik Day 102 #Colchicine Day 100 #Sele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,"Good morning, I just hope it doesn't rain. #Gout attack Day 114 #Achieved 55 days of sobriety #Sobriety 8/14 - drinking #Febrik Day 103 #Colchicine Day 101 #Cele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,"<user_name> I see... Aspirin type is no good for asthmatics, so it only has ibuprofen in it... if the pain is too strong, you can take some Kalonal or something... lol...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,"Day 2 of cisplatin administration. The side effect of nausea has subsided, but the diarrhea and loss of appetite was so bad that I've been eating all yesterday and now this morning I'm having an upset stomach again... <url>",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0,"<user_name> Aspirin is contraindicated for people with asthma. Ivermectin, too, says you can only take it if you have a corona infection.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,"Problem》 43-year-old male. He is taking immunosuppressive drugs for rheumatoid arthritis. 2 weeks ago, a chest line shows a white shadow over the entire lung field. The next day, he presents with dyspnea. Numerous double images were observed in left ventricular block and right ventricular block. Which of the following is the appropriate treatment? \cH}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.0,"Good morning, rain forecast for the morning #Gout attack day 176 #Achieved 55 days of sobriety #Sobriety 8/14 - drinking #Febrik day 103 #Colchicine day 101 #Selecox day 28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,"The first choice for the treatment of ulcerative colitis is mesalazine tablets. This is the generic version of Pentasa Injection. I know this is a real challenge for those of you taking this medication, but let's try to help in any way we can#Crohn's disease <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0,"<user_name> Good morning I've been having some times when the side effects of cyclophosphamide are too strong for me to sleep, I have trouble sleeping and when I woke up this morning I was down for an hour or so with nausea and fatigue.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.0,"<user_name> Cyclophosphamide is an anticancer drug. It is used to inhibit the growth of cancer cells, but may be effective in C-related vasculitis. (Image findings.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0,Generic Name] Ethambutol [Brand Name] Ethambutol hepatotoxicity [Drug Classification] Anti-tuberculosis drug [Dosage] 0.75g [Indication] Pulmonary tuberculosis [Side Effects] Visual impairment [Pharmacology] Nucleic acid synthesis inhibiting action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0,"<user_name> Please take care of yourself, I used to have facial paralysis and it went away when I took steroids lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.0,"<user_name> I too have diarrhea that won't stop when I take my ulcerative colitis meds... She only takes up to 10 pills a day of mesalazine and I have trouble eating because of the stomach ache, lol.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.0,"Today is methotrexate day. I was careful not to forget to take it in the morning, but if I take it in the evening, the pain gets stronger, so I have to stop... I wonder how rheumatoid arthritis patients can get better? #rheumatoid arthritis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,"Azathioprine Side Effects Myelosuppression, Hepatotoxicity, and Bone Marrow Suppression. One of the rare side effects that occur with steroid use is ""recurrent fevers"" or multiple high fevers. Symptoms are exacerbated by taking the drug, and the use of biologic agents should be considered.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,"<user_name> I see. I'm taking mesalazine for now, too. I had diarrhea for about 3 days with abdominal pain after eating, but when I called the hospital yesterday to ask about it, they asked me if they had given me any medicine. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.0,"Good morning, it's cold and surprisingly snowy this morning. #Gout attack Day 138 #Achieved 55 days of sobriety #Sobriety 8/14 - drinking #Febrik Day 103 #Colchicine Day 101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.0,"Colchicine"" - a drug for the treatment of familial Mediterranean fever. It is widely prescribed for the preferred site of gout. Side effects include vomiting, diarrhea, skin hypoesthesia, and dyspnea. Brand name is ""Colchicine.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,"<user_name>Excuse me from outside. We too are now using it to treat ulcerative colitis, but we are taking pentasa tablets and mesalazine tablets. What do others do?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0,"<user_name> I had a fever after the first vaccination and continued to have fever and fatigue over 38 degrees for 2 days. I managed to get through it with infliximab, adefoscoa (mesalazine) antipyretic, and kalonalol, but the next day it didn't go down to 37 degrees, and on the third day I had a slight fever",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0,<user_name>I can't even take loxoprofen anymore because of my aspirin asthma!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79.0,"Acamin 50 50mg x 60 tablets for bacterial infections such as acne, bronchitis, and disease. This is a generic version of Minomycin. The active ingredient minocycline kills bacteria and treats infections. Skin infections, respiratory tract,.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,"<user_name> Good morning. I hope that the antibiotics have helped the pain in your stomach and the diarrhea has subsided a bit, and that you feel better soon...!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0,"I was told that a side effect of cisplatin is a loose stomach, but I wonder if it will last this long...' #non-small cell lung cancer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0,"<user_name> I'm having a drug rash right now too from mesalazine... I can take a steroid pill to calm down when it's the hardest, but it seems like I'm prone to side effects for about 2 weeks!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83.0,"Azathioprine side effects, bone marrow suppression #Purple cloud plaster <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,Cyclosporine may be causing headache pain.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0,"Cisplatin nausea and fatigue, vomiting about once a day. Maybe the -1 is kicking in and I'm feeling better? I'm starting to think so, but this morning I got sick to my stomach and couldn't sleep much because of the pain. I didn't eat lunch...",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89.0,<user_name>C or urinalysis results may indicate the possibility of developing recurrent or refractory asthma after cyclophosphamide administration.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,"<user_name> I had side effects with amiodarone, so be careful! I also have atrial fibrillation and arrhythmia, but now the meds are working and I am feeling much better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,"Good morning, I had my first outpatient visit the other day after discharge from the hospital. He said that when the cyclosporine (immunosuppressant) goes up to 10 mg, he may develop side effects of high blood pressure and anemia. Therefore, I will be reducing the dose to pre-5mg again this week. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0,"I've been taking minocycline for 4 days now and the nausea, headache, fatigue, and dizziness are bad when the Loxonin wears off. I'm going to see an ENT tomorrow...",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95.0,"Yesterday, I had a test with contrast medium. I came in to get the results and was surprised to be told ""no lung metastasis."" Blood tests were numerically normal, so I can't say for sure... It looks like I'm OK for now!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,"Started taking steroids (mesalazine) and antibiotics today. The side effect is severe abdominal pain, and I'm not hungry... I was a little scared, but I hope I will recover with this for now <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97.0,"<user_name> Nice to meet you. I also have rheumatoid arthritis and have been taking methotrexate for 2 days in a row, but I don't get any side effects I just reduced one pill and I feel much better, so I don't increase it and see how it goes...!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,"Day 4 of cisplatin administration, nausea has subsided but the side effects of diarrhea and fatigue are so bad that I don't think I'll be able to sleep. I'm feeling a little better than when I was hospitalized yesterday afternoon for anticancer treatment.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,"#Methotrexate side effects include nausea, anorexia, and diarrhea. Symptoms noticeably improved 5 days after starting the drug. Still a little breathlessness and swelling 10 days after taking it.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,"A case of anti-platelet therapy for atrial fibrillation (e.g., cerebral infarction) with aspirin dosing was also reported. #Shibagaki Teijo<url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,Choose three. a. Splenomegaly b. Adrenocortical tumor c. Thiazide diuretics d. Steroid pulse e. Cirrhosis The correct answer is => <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,"<user_name> I've been on colchicine for about a week now and the pain and swelling has gone down and the joint pain is gone. I've been on about 2 more steroids for about 5 months now, and I'm still not completely cured.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,"<user_name>Nice to meet you. I experienced vomiting and diarrhea as a side effect of mesalazine, but I told the doctor that I was also concerned about loss of appetite and weight loss and tried the prescribed medication and it got better ()Thank you!",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,"<user_name> I had a rash from the side effects of C and cyclophosphamide, but you can put steroid ointment on it... the 1st time I had it, it swelled from my face to my cheeks about 2 days... (lol)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110.0,<user_name> I was also prescribed minocycline to help with the side effects of dizziness and headache - take care of yourself.''I guess minocycline has dizziness as a side effect... I'll just take it in the morning today and hope I'll be ok until the evening. Please work fast~ <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,Generic Name] Ethambutol [Brand Name] Esambuton [Drug Classification] Anti-tuberculosis drug [Dosage] 0.75g [Indication] Pulmonary tuberculosis [Side Effects] Visual impairment [Pharmacology] Nucleic acid synthesis inhibiting action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,"Cyclophosphamide (trade name: Endoxan) side effects include osteoporosis, interstitial pneumonia, and heart failure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.0,"Side effects with amiodarone include interstitial pneumonia and thyroid hormone abnormalities ""The candidate for signatory is Amio, yes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,"<user_name> I have ulcerative colitis. I am in remission with mesalazine tablets, but I still have diarrhea more than 2 weeks after taking it. Anyone else taking the same meds and having similar symptoms?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,"I'm taking an antibiotic called minocycline, but my stomach hurts... I can't stop the diarrhea! I'm going to the hospital.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,"Starting today, I'm on a 5 mg reduction in prednisone. I thought mesalazine might have made me constipated, but is it my imagination that I still get a loose tummy?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119.0,"You may have some side effects from the cisplatin, like kidney damage and low g, loss of appetite and hair loss, but if that's the case, you should be doing better than you are now. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,<user_name> That's a side effect of cyclophosphamide. Exactly the same symptoms I have when I get hemorrhagic cystitis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,"I have a stomach ache, probably from the antibiotics the dentist gave me. My stomach is still upset <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123.0,"My son started having a fever yesterday evening, and at 3 am, it was in the 37 degree Celsius range. I took some antibiotics but they didn't work at all... It was such a hassle to take him to the hospital!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.0,"Seems to be a side effect of anti-inflammatory drugs, minocycline, dizziness and nausea <url>.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125.0,"<user_name> Thank you. I was under the impression that methotrexate was a drug that would help with joint pain, but I don't want to take it given the risk of side effects...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126.0,"<user_name> Excuse me for being outside. I started taking mesalazine last October, so I've settled down with prednisone this year!I kept taking it for about a month, then I got a stomach ulcer and two weeks later it got worse again and flared up again, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127.0,<user_name> I have aspirin asthma and cannot take antipyretic painkillers such as loxoprofen or ibuprofen. I also take Kalonal (Bufferin) for headaches. Even acetaminophen.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128.0,-pple atch (amiodarone) is effective in reducing ventricular tachycardia in atrial fibrillation and can be used in drug therapy. <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.0,"<user_name> Are you ok? Steroids can help reduce inflammation and allergies, but they are not a fundamental solution... My son had a bad mouth sore and when he went to the dentist, he was prescribed an ointment! If it doesn't go away, go to a dermatologist!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.0,"Crohn's disease] Prevalent age: Young adults, positive for anti-alpha antibodies. Skin symptoms, liver damage, and diarrhea are present. Diagnostic criteria are different in adults, and very low C values have been observed in cytology after infliximab administration.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132.0,"Alopecia totalis caused by azathioprine side effects → changed to steroid pulse therapy, prednisone 5mg x 2 days for 3 days IV infusion <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.0,"<user_name> What is a contrast C test? I had a tubal angiogram and woke up 2 hours later with dizziness and nausea. I was relieved that there was no pain, but... I thought it would be easier for my body if it was done quickly! Thank you very much.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134.0,"The second round of vaccination was completed. I can't take antipyretics because I have aspirin asthma, but the doctor told me that if I had ever had a drug rash from Loxonin or Bufferin, I might be able to take them, so I prepared some Kalonalol.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136.0,"Since I started taking metformin, I have been experiencing loss of appetite and diarrhea. Can I talk to my diabetes doctor about this? #Diabetes",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139.0,"Day 2 of infliximab treatment, pain has calmed down a lot, but I feel like I'm reacting to some kind of slight irritation and I'm too tired to move. I'm also a little hungry, so I think I'll stop. #UlcerativeColitis",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140.0,<user_name> Good evening. Ours was also hospitalized for 2 weeks last June for kidney failure. He was given IV fluids and antibiotics. I hope she gets better soon!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141.0,<user_name> Sorry for the late reply. Please excuse me from outside the follow-up. I too have ulcerative colitis and take azathioprine and tacrolimus. I feel that the meds are no longer working.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.0,"<user_name> In my case, the pain was so strong that I am using colchicine in combination with it. I don't know if it works.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.0,"Good morning, I got the chills yesterday. #Gout attack Day 139 #Achieved 55 days of sobriety #Sobriety 8/14 - drinking #Febrik Day 103 #Colchicine Day 101 #Selecox Day 28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144.0,"<user_name> Good evening, I hope the minocycline works!!!! I too am now experiencing side effects of dizziness and nausea!",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146.0,"<user_name> Good morning I, too, have an allergy to contrast media, so I am concerned. This was my first test and it went off without a big deal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148.0,"<user_name> I am taking mesalazine for ulcerative colitis. However, the diarrhea stopped within a week of taking it. Now I am only on prednisone 5mg and prograf (pentasa 500mg).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.0,Minocycline is also prescribed for skin infections <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0,<user_name> Thank you! The side effects of amiodarone are pulmonary fibrosis () and liver damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
