train_id,text,C0027497:Übelkeit,C0011991:Diarrhöe,C0015672:Erschöpfung,C0042963:Erbrechen,C0003123:Anorexie,C0018681:Kopfschmerzen,C0015967:Fieber,C0206062:Interstitielle Lungenerkrankung,C0023895:Leberschädigung,C0012833:Drehschwindel,C0030193:Schmerz,C0002170:Alopezie,C0004096:Analgetisches Asthma-Syndrom,C0022658:Nierenerkrankung,C0020517:Hypersensibilität,C0917801:Insomnie,C0009806:Constipation,C0005956:Knochenmarkerkrankung,C0000737:Bauchschmerzen,C0010692:Hämorrhagische Zystitis,C0015230:Ausschlag,C0149745:Stomatitis
16.0,"Minocyclin ist das von Dermatologen verschriebene Mittel. Es soll Akne und Hautausschläge heilen, aber die Nebenwirkung ist Schwindelgefühl. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,"<user_name> Tuberkulose ist eine tödliche Krankheit, wenn Sie keine Tuberkulosemedikamente einnehmen, also nehmen Sie sie bitte nur ein, wenn Sie eine Erkältung, Grippe oder eine andere Infektion vermuten.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,<user_name> Dank des Colchicins haben die Schmerzen stark nachgelassen! Allerdings habe ich immer noch leichtes Fieber.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0,"<user_name> Ich verstehe! Cisplatin kann Übelkeit und Appetitlosigkeit verursachen, also warst du auch auf -1 und Docetaxel. Ich bin jeden Monat zur Kontrolle im Krankenhaus, aber ich fühle mich besser als vorher, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,"Nachdem ich mich gefragt hatte, ob ich den Corona-Impfstoff bekommen sollte, obwohl ich allergisch gegen Kontrastmittel bin, hatte ich 10 Stunden nach der ersten Dosis bei Pfizer eine unerwünschte Reaktion. Letzte Nacht hatten meine Arme einen Muskelkater, aber heute fühle ich mich müde <url>.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
23.0,"<user_name> Ich frage mich, ob ich Aspirin-Asthma oder so etwas habe - danke!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,"<user_name> Hallo. In meinem Fall nehme ich Methotrexat und mir wurde gesagt, dass ich es absetzen sollte, wenn sich meine rheumatoide Arthritis verschlimmert, aber ich denke, Sie sollten mit Ihrem Arzt darüber sprechen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,"Ich war beim Zahnarzt und die Schwellung ist zurückgegangen! Aber ich habe immer noch Schmerzen, also nehme ich Antibiotika und Loxonin, und wenn es wieder weh tut, gehe ich ins Krankenhaus.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,"Ich habe C wegen der Nebenwirkungen des Kontrastmittels beendet. Ich begann mich irgendwie krank zu fühlen, mir wurde übel und ich dachte, es sei hart, und heute Morgen tut meine Brust weh... Ich werde morgen ins Krankenhaus gehen, obwohl ich ängstlich bin, weil ich zwei Stunden auf die Testergebnisse warten muss.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28.0,Azathioprin-Nebenwirkungen sind hart... #Polyarteritis nodosa #Steroid Pulstherapie <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,"Zu den Nebenwirkungen von Azathioprin gehören interstitielle Lungenentzündung und Knochenmarksuppression. Steroide und immunsuppressive Medikamente werden ebenfalls eingesetzt, aber sie sind selten langfristig #eing #question box <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,"#Glucophage (Metformin, Metformin) ist ein Medikament zur Behandlung von Typ-2-Diabetes. Glucophage reduziert nicht nur die Aufnahme von Zucker im Körper und die Produktion von Zucker in der Leber, sondern auch durch Muskel-und Zellgewebe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,"Warum ist mir so schwindelig, wenn ich ein Antibiotikum namens Minocyclin nehme? Ich muss es morgen wieder nehmen, aber was passiert, wenn ich es nicht nehme?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.0,Viele Menschen leiden unter Hautausschlägen durch Antibiotika. Letztes Jahr war ich mit ähnlichen Symptomen in der Notaufnahme und es war Anaphylaxie. Wie sieht es dieses Mal aus?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33.0,"Wenn Minocyclin die Neuropathie verbessert, denke ich, dass Ivermectin wirksam ist, aber ich habe heute Morgen mit der Einnahme begonnen, und nach etwa zwei Tagen ist die Überempfindlichkeit verschwunden, denke ich.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,"Interstitielle Lungenentzündung ist eine Nebenwirkung von Azathioprin. Es werden Steroide und Immunsuppressiva eingesetzt, doch ist Vorsicht geboten, da die Krankheit bei falscher Behandlung leicht wieder aufflammen kann.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,Impfstoff #Corona 2. Dosis von Pfizer am 12. September 2019. Eine Woche danach begannen sich die Schwellung und Rötung an meinem Arm auszubreiten und ich war gestern wegen Fieber in der Ambulanz. Es wurden keine Antikörper festgestellt und ich werde heute die Ergebnisse erfahren.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,"<user_name>Einige Menschen bekommen von Antibiotika Durchfall, also sei vorsichtig~.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,"<user_name> Ja, ich habe gehört, dass die Einnahme von Biaaspirin die Durchblutung verbessert, aber ich fürchte, es wird die Blutung nicht stoppen... Bitte passen Sie auf sich auf.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,"Tag 5 der Verabreichung von Cisplatin. Etwa eine Stunde nach der Infusion war mir sehr übel und träge. Letzte Nacht konnte ich nicht schlafen, weil der Appetitverlust und der niedrige Blutzucker so schmerzhaft waren... Ich mache mir langsam Sorgen, ob ich heute schlafen kann. Ich frage mich, ob ich mich morgen besser fühlen werde <url>.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,"Die Nebenwirkungen von Cisplatin sind Appetitlosigkeit, Schlaflosigkeit und Übelkeit, die ich zweimal täglich einnehmen soll, aber so schlimm und schmerzhaft habe ich die Übelkeit noch nie empfunden...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,"・Isoniazid ist wirksam gegen Mycobacterium tuberculosis, kann aber Nebenwirkungen wie Leber- und Nierenschäden verursachen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,"<user_name> Entschuldigen Sie mich von draußen. Ich habe vor zwei Jahren meine ventrikuläre Tachykardie verloren, und ich habe 6 mg Lidocain pro Tag genommen, und das hat es so schlimm gemacht, dass ich mich nicht bewegen konnte. Damals nahm ich Amiodaron, aber als ich es absetzte, beruhigte ich mich.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,"<user_name> Ah, ich wusste es, du hast Aspirin-Asthma! Ich habe auch gehustet und erbrochen, als ich Loxonin genommen habe. Ich hatte auch Atembeschwerden, einfach weil mein Hals geschwollen war (Schweiß).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,"<user_name> Azathioprin und Pepcid sind Medikamente zur Behandlung von Gastroenteritis. Ich wurde zunächst mit Mesalazin und Repamipid (Azathioprin) geheilt, aber nach etwa zwei Jahren hatte ich wieder Nebenwirkungen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,"Wenn der Harnsäurespiegel erhöht ist, sind Medikamente gegen Tuberkulose wirksam. Diese Medikamente verhindern jedoch das Wachstum von Mycobacterium tuberculosis, indem sie seine Zellwandsynthese hemmen und gleichzeitig die pathogenen Mikroorganismen eliminieren. Infolgedessen kommt es zu einem Zytokinsturm, der zu einer Hämostase führt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,"Ich habe eine Nebenwirkung von Methotrexat und leide unter starker Übelkeit und Durchfall. Es ist jetzt drei Tage her, dass ich es genommen habe, und es ist immer noch nicht weg. Ist Ihr Gesicht geschwollen? #rheumatoide Arthritis",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,"Antibiotika machen mich schläfrig und vermindern meinen Appetit, ich sollte also doch nicht essen <url>.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,"Ich war heute zur Kontrolle im Krankenhaus! Die Myome werden immer kleiner und ich möchte nicht operiert werden, also werde ich beim nächsten Mal eine Kontrastmitteluntersuchung machen lassen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,"Tag 3 nach der Verabreichung von Infliximab. Das Fieber ist auf ein normales Maß gesunken und das Unwohlsein hat sich ein wenig beruhigt. Ich frage mich, ob die Schwellung in meinem Hals abklingen wird...",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,"Ich konnte nicht schlafen, weil ich Bauchschmerzen hatte. Ich kann den Antibiotikatropf heute/morgen beenden und hoffe, dass die Schmerzen übermorgen weg sind!!! #Secret Old Dog Club <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,"Guten Morgen, wie lange wird der Schnee noch liegen? #Gichtanfall Tag 139 #Erreicht 55 Tage Nüchternheit #Nüchternheit 8/14 - Trinken #Febrik Tag 102 #Colchicine Tag 100 #Sele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,"Guten Morgen, ich hoffe nur, dass es nicht regnet. #Gichtanfall Tag 114 #Erreicht 55 Tage Nüchternheit #Sobriety 8/14 - Trinken #Febrik Tag 103 #Colchicine Tag 101 #Sele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,"<user_name> Ich verstehe... Produkte auf Aspirinbasis sind nicht gut für Menschen mit Asthma, also ist nur Ibuprofen drin, und wenn der Schmerz zu stark ist, kann man etwas wie Kalonal oder so etwas nehmen, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,"Tag 2 der Verabreichung von Cisplatin. Die Nebenwirkungen der Übelkeit haben nachgelassen, aber der Durchfall und die Appetitlosigkeit waren so schlimm, dass ich den ganzen gestrigen Tag gegessen habe, und heute Morgen hatte ich eine weitere Magenverstimmung... <url>",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0,"<user_name> Aspirin ist für Menschen mit Asthma kontraindiziert. Bei Ivermectin steht auch, dass man es nur einnehmen darf, wenn man eine Corona-Infektion hat.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,Problem] 43-jähriger Mann. Er nimmt Immunsuppressiva gegen rheumatoide Arthritis ein; vor zwei Wochen zeigte sich bei einer Thoraxaufnahme ein weißer Schatten über dem gesamten Lungenfeld. Am nächsten Tag stellt er sich mit Dyspnoe vor. Es wurden zahlreiche Doppelblindaufnahmen mit links- und rechtsventrikulärem Block beobachtet. Welches ist die angemessene Behandlung? (i) \cHH},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.0,"Guten Morgen, Regenvorhersage für den Morgen #Gichtanfall Tag 176 #Erreicht 55 Tage Nüchternheit #Sobriety 8/14 - Trinken #Febrik Tag 103 #Colchicine Tag 101 #Selecox Tag 28 Ј",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,"Mesalazin-Tabletten sind die erste Wahl bei der Behandlung von Colitis ulcerosa. Dies ist die generische Version von Pentasa Injektion. Ich weiß, dass es für Menschen, die dieses Medikament einnehmen, sehr schwer sein kann, aber wir sollten versuchen, auf jede erdenkliche Weise zu helfen#Crohn-Krankheit <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0,"<user_name> Guten Morgen, ich habe einige Male, wenn die Nebenwirkungen von Cyclophosphamid waren zu stark für mich zu schlafen, hatte ich Schwierigkeiten zu schlafen und als ich heute Morgen aufwachte, war ich für etwa eine Stunde mit Übelkeit und Müdigkeit.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.0,"<user_name> Cyclophosphamid ist ein Krebsmedikament. Es wird eingesetzt, um das Wachstum von Krebszellen zu hemmen, scheint aber auch bei C-assoziierter Vaskulitis wirksam zu sein. (Bildbefund.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0,"[Generischer Name] Ethambutol [Markenname] Ethambutol Leberschäden [Klassifizierung des Medikaments] Antituberkulosemittel [Dosierung] 0,75 g [Indikation] Lungentuberkulose [Nebenwirkungen] Sehstörungen [Pharmakologie] Hemmung der Nukleinsäuresynthese.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0,"<user_name> Bitte passen Sie auf sich auf, ich hatte früher eine Gesichtslähmung und sie ging weg, als ich Steroide nahm lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.0,"<user_name> Ich bekomme auch Durchfall, wenn ich Colitis ulcerosa Medizin nehme... Sie nimmt nur bis zu 10 Tabletten Mesalazin pro Tag und ich habe Probleme beim Essen wegen der Magenschmerzen lol.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.0,"Heute ist Methotrexat-Tag. Ich habe darauf geachtet, dass ich die Einnahme am Morgen nicht vergesse, aber wenn ich es am Abend nehme, muss ich es absetzen, weil die Schmerzen stärker werden... Wie kann es Menschen mit rheumatoider Arthritis besser gehen? #RheumatoideArthritis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,"Die Nebenwirkungen von Azathioprin sind Myelosuppression, Leberschäden und Knochenmarksuppression. Eine der seltenen Nebenwirkungen, die bei der Anwendung von Steroiden auftreten, ist ""wiederkehrendes Fieber"" oder ""mehrfaches hohes Fieber"". Die Symptome werden durch die Einnahme des Medikaments verschlimmert, und es sollte die Verwendung von Biologika in Betracht gezogen werden.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,"<user_name> Ich verstehe. Ich nehme im Moment auch Mesalazin, also interpretiere ich es als ""weil ich Mesalazin nehme"". Ich hatte etwa drei Tage lang Durchfall mit Bauchschmerzen nach dem Essen, aber als ich gestern im Krankenhaus anrief und um Rat fragte, fragten sie mich, ob sie mir irgendwelche Medikamente gegeben hätten. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.0,"Guten Morgen, es ist kalt und überraschend schneereich heute Morgen. #Gichtanfall Tag 138 #Erreicht 55 Tage Nüchternheit #Sobriety 8/14 - Trinken #Febrik Tag 103 #Colchicine Tag 101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.0,"Colchicin"" Behandlung des familiären Mittelmeerfiebers. Wird häufig für den bevorzugten Ort der Gicht verschrieben. Zu den Nebenwirkungen gehören Erbrechen, Durchfall, Hypoästhesie der Haut und Dyspnoe. Markenname 'Colchicin'.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,"<user_name>Entschuldigen Sie mich von draußen. Wir verwenden sie jetzt auch zur Behandlung von Colitis ulcerosa, aber wir nehmen Pentasa-Tabletten und Mesalazin-Tabletten. Was machen die anderen?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0,"<user_name> Nach der ersten Impfung bekam ich Fieber und hatte zwei Tage lang Fieber und Unwohlsein über 38°C. Mit Infliximab, fiebersenkendem Adefoscoa (Mesalazin) und Kalonal habe ich es überstanden, aber am nächsten Tag ging es nicht unter 37°C und am dritten Tag hatte ich wieder leichtes Fieber",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0,"<user_name>Ich kann nicht einmal Loxoprofen nehmen, weil ich Aspirin-Asthma habe.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79.0,"Acamin 50 50 mg x 60 Tabletten für bakterielle Infektionen wie Akne, Bronchitis und Krankheiten. Generische Version von Minomycin. Der Wirkstoff Minocyclin tötet Bakterien ab und behandelt die Infektion. Hautinfektionen, Atemwege,.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,"<user_name> Guten Morgen. Die Antibiotika haben die Schmerzen in deinem Bauch gestoppt und der Durchfall hat ein wenig nachgelassen, ich hoffe, es geht dir bald besser...!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0,"Mir wurde gesagt, dass eine Nebenwirkung von Cisplatin ein schlaffer Magen ist, aber ich frage mich, ob das so lange anhält...' #Nicht-kleinzelliger Lungenkrebs",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0,"<user_name> Ich nehme im Moment Mesalazin und bekomme einen Medikamentenausschlag...  Wenn es am schlimmsten ist, beruhigen mich die Steroidtabletten, wenn ich sie nehme, aber ich scheine etwa zwei Wochen lang anfällig für Nebenwirkungen zu sein...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83.0,"Azathioprin Nebenwirkungen, Myelosuppression #Purple cloud plaster <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,Cyclosporin verursacht schmerzhafte Kopfschmerzen.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0,"Cisplatin Übelkeit und Müdigkeit, Erbrechen etwa einmal am Tag. Vielleicht schlägt das -1 an und es geht mir besser? Ich fing an, so zu denken, aber heute Morgen konnte ich nicht viel schlafen, weil mir übel war und ich vor Schmerzen nicht zu Mittag gegessen habe...",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89.0,"<user_name>C- und Urinanalyseergebnisse können auf die Möglichkeit hinweisen, dass nach einer Cyclophosphamid-Behandlung wiederkehrendes oder refraktäres Asthma auftritt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,"<user_name> Ich hatte Nebenwirkungen mit Amiodaron, also sei vorsichtig! Ich habe auch Vorhofflimmern und Herzrhythmusstörungen, aber jetzt wirkt das Medikament und ich fühle mich viel besser.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,"Guten Morgen, ich hatte meinen ersten ambulanten Besuch nach der Entlassung aus dem Krankenhaus am anderen Tag. Er sagte, wenn das Cyclosporin (Immunsuppressivum) auf 10 mg ansteigt, kann er Nebenwirkungen wie Bluthochdruck und Anämie entwickeln. Deshalb wurde beschlossen, die Dosis ab dieser Woche wieder auf 5 mg zu reduzieren. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0,"Tag 4 seit Beginn der Einnahme von Minocyclin Übelkeit, Kopfschmerzen, Müdigkeit und Schwindel sind schlimm, wenn das Loxonin nachlässt. Ich sollte morgen zu einem HNO gehen oder...",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95.0,"Ich hatte gestern einen Test mit Kontrastmittel. Ich wollte die Ergebnisse abholen und war überrascht, als mir gesagt wurde, dass es keine Lungenmetastasen gibt. Die Bluttests waren numerisch normal, also kann ich es nicht mit Sicherheit sagen. Im Moment sieht es so aus, als ob ich gesund bin!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,"Habe heute mit der Einnahme von Steroiden (Mesalazin) und Antibiotika begonnen. Die Nebenwirkung sind starke Bauchschmerzen und ich bin nicht hungrig... Ich hatte ein bisschen Angst, aber ich bete für meine Genesung <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97.0,"<user_name> Wie geht es Ihnen? Ich habe auch rheumatoide Arthritis und habe Methotrexat für zwei Tage in einer Reihe genommen, aber ich bekomme keine Nebenwirkungen Ich bin viel besser mit nur einer Pille weniger, so dass ich es nicht erhöhen und sehen, wie es geht ...!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,"Tag 4 der Cisplatin-Behandlung. Die Übelkeit hat nachgelassen, aber die Nebenwirkungen wie Durchfall und Müdigkeit sind so schlimm, dass ich nicht schlafen kann. Ich frage mich, ob es ein wenig besser ist als gestern Nachmittag, als ich zur Krebsbehandlung ins Krankenhaus kam - Oyasuminasai.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,"#Zu den Nebenwirkungen von Methotrexat gehören Übelkeit, Anorexie und Durchfall. Die Symptome haben sich in den ersten fünf Tagen der Behandlung deutlich gebessert. 10 Tage nach der Einnahme immer noch etwas Atemnot und Schwellungen.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,"Es wurden auch Fälle von Thrombozytenaggregationshemmern bei Vorhofflimmern (z. B. Hirninfarkt) mit Aspirindosierung gemeldet. #Shibagaki, Teijo<url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,Wählen Sie drei aus. a. Splenomegalie b. Nebennierentumor c. Thiaziddiuretika d. Steroidpuls e. Zirrhose Die richtige Antwort ist => <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,"<user_name> Ich begann mit Colchicin und nach etwa einer Woche gingen die Schmerzen und Schwellungen zurück und die Gelenkschmerzen verschwanden. Seit etwa fünf Monaten nehme ich zwei weitere Steroide, und ich bin immer noch nicht vollständig geheilt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,"<user_name> Schön, Sie kennenzulernen. Ich erlebte Erbrechen und Durchfall als Nebenwirkung von Mesalazin, aber ich sagte dem Arzt, dass ich auch über Appetitlosigkeit und Gewichtsverlust besorgt war und versuchte die verschriebenen Medikamente und es wurde besser ()Danke!",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,"<user_name> Ich hatte einen Ausschlag von den Nebenwirkungen von C und Cyclophosphamid, aber Sie können Steroidsalbe darauf setzen, das erste Mal hatte ich es, es schwoll von meinem Gesicht zu meinen Wangen über den zweiten Tag... (LOL)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110.0,"<user_name> Mir wurde auch Minocyclin verschrieben, um die Nebenwirkungen von Schwindel und Kopfschmerzen zu lindern - Vorsicht ''Minocyclin hat die Nebenwirkung von Schwindel...'' Ich werde es heute nur morgens nehmen und ich denke, dass es mir bis zum Abend gut gehen wird. Bitte schnell arbeiten~ <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,"[Generischer Name] Ethambutol [Markenname] Esambuton [Klassifizierung des Medikaments] Antituberkulosemittel [Dosierung] 0,75 g [Indikation] Lungentuberkulose [Nebenwirkungen] Sehstörungen [Pharmakologie] Hemmung der Nukleinsäuresynthese.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,"Cyclophosphamid (Handelsname: Endoxan) Zu den Nebenwirkungen gehören Osteoporose, interstitielle Lungenentzündung und Herzversagen.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
