train_id,text,C0027497:nausées,C0011991:diarrhée,C0015672:fatigue,C0042963:vomissements,C0003123:anorexie,C0018681:maux de tête,C0015967:fièvre,C0206062:maladie pulmonaire interstitielle,C0023895:problèmes de foie,C0012833:vertiges flottants,C0030193:douleur,C0002170:alopécie,C0004096:syndrome d'asthme analgésique,C0022658:insuffisance rénale,C0020517:hypersensibilité,C0917801:insomnie,C0009806:constipation,C0005956:dysfonctionnement de la moelle osseuse,C0000737:douleur abdominale,C0010692:cystite hémorragique,C0015230:exanthème,C0149745:stomatite
29.0,"Les effets secondaires de l'azathioprine sont la pneumonie interstitielle et la suppression de la moelle osseuse. Les stéroïdes et les immunosuppresseurs sont également utilisés, mais ils sont rarement utilisés à long terme #eing #question box <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,"#Glucophage #Metformine &gt ; Glucophage (metformine, metformine) est un traitement du diabète de type 2. Le Glucophage réduit non seulement l'absorption du sucre dans l'organisme et la production de sucre dans le foie, mais aussi dans les muscles et les tissus cellulaires.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,"Pourquoi ai-je des vertiges lorsque je prends un antibiotique appelé minocycline ? Je dois en reprendre demain, mais que se passe-t-il si je ne le fais pas ?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32.0,"Beaucoup de personnes souffrent d'éruptions cutanées dues aux médicaments antibiotiques. L'année dernière, je suis allé aux urgences avec des symptômes similaires et c'était une anaphylaxie. Et cette fois-ci ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33.0,"Si la minocycline améliore la neuropathie, je pense que l'ivermectine est efficace, mais j'ai commencé à la prendre ce matin et après environ deux jours, je pense que l'hypersensibilité a disparu.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,"La pneumonie interstitielle est un effet secondaire de l'azathioprine. Les stéroïdes et les médicaments immunosuppresseurs sont utilisés, mais il faut être prudent car la maladie est susceptible de récidiver si le traitement est incorrect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,"#Corona vaccin 2ème dose de Pfizer le 12 septembre 2019. Une semaine après, le gonflement et la rougeur de mon bras ont commencé à s'étendre et j'ai consulté un ambulancier pour de la fièvre hier. Aucun anticorps n'a été joint et je vais connaître les résultats aujourd'hui.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,"<user_name>Certaines personnes ont la diarrhée à cause des antibiotiques, alors faites attention~.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,"<user_name> Oui, j'ai entendu dire que la prise de biaaspirine améliorait la circulation sanguine, mais je crains que cela n'arrête pas l'hémorragie... Prenez soin de vous, s'il vous plaît.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,"Jour 5 de l'administration de cisplatine. J'étais très nauséeuse et léthargique environ une heure après la perfusion. La nuit dernière, je n'ai pas pu dormir parce que la perte d'appétit et l'hypoglycémie étaient si douloureuses... Je commence à m'inquiéter de savoir si je pourrai dormir aujourd'hui. Je me demande si je me sentirai mieux demain <url>.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,"Les effets secondaires du cisplatine sont la perte d'appétit, l'insomnie et les nausées, que je suis censée prendre deux fois par jour, mais je n'ai jamais eu de nausées aussi graves et douloureuses..."".",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,"・L'isoniazide est efficace contre Mycobacterium tuberculosis, mais peut provoquer des effets secondaires tels que des lésions hépatiques et rénales.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,"<user_name> Excusez-moi de l'extérieur. J'ai perdu ma tachycardie ventriculaire il y a deux ans et je prenais 6 mg de lidocaïne par jour et ça l'a rendu si grave que je ne pouvais plus bouger. J'étais sous amiodarone à l'époque, mais quand j'ai arrêté, je me suis calmé.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.0,"<user_name> Ah, je le savais, vous avez de l'asthme à l'aspirine ! J'ai aussi toussé et vomi lorsque j'ai pris du Loxonin. J'avais aussi des difficultés à respirer simplement parce que ma gorge était gonflée (sueur).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,"<user_name> L'azathioprine et le pepcid sont des traitements médicamenteux de la gastro-entérite. J'ai d'abord été guéri avec la mésalazine et le repamipide (azathioprine), mais après environ deux ans, j'ai de nouveau eu des effets secondaires.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0,"Lorsque le taux d'acide urique est élevé, les médicaments antituberculeux sont efficaces. Cependant, ces médicaments empêchent la croissance de Mycobacterium tuberculosis en inhibant la synthèse de sa paroi cellulaire et en éliminant en même temps les micro-organismes pathogènes. En conséquence, une tempête de cytokines se produit, entraînant une hémostase.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0,J'ai un effet secondaire du méthotrexate et j'ai beaucoup de nausées et de diarrhées. Cela fait 3 jours que je l'ai terminé et ça n'a toujours pas disparu Votre visage est gonflé ? #Arthrite rhumatoïde,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.0,Les antibiotiques me rendent somnolent et réduisent mon appétit ; je ne devrais pas manger après tout <url>.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,"Je suis allée à l'hôpital aujourd'hui pour un contrôle ! Les fibromes sont de plus en plus petits et je ne veux pas me faire opérer, donc je vais passer un scanner avec contraste la prochaine fois.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0,Jour 3 après l'administration d'infliximab. La fièvre est revenue à la normale et le malaise s'est un peu calmé. Je me demande si le gonflement de ma gorge va se résorber...,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,Je n'ai pas pu dormir parce que j'avais mal au ventre. Je peux finir la perfusion d'antibiotiques aujourd'hui/demain et j'espère que la douleur disparaîtra après-demain !!! #Secret Old Dog Club <url>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.0,"Bonjour, combien de temps la neige va-t-elle durer ? #Crise de goutte Jour 139 #Accompli 55 jours de sobriété #Sobriété 8/14 - boire #Febrik Jour 102 #Colchicine Jour 100 #Sele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,"Bonjour, j'espère juste qu'il ne pleuvra pas. #Crise de goutte Jour 114 #Accompli 55 jours de sobriété #Sobriété 8/14 - boire #Febrik Jour 103 #Colchicine Jour 101 #Sele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.0,"<user_name> Je vois... Les produits à base d'aspirine ne sont pas bons pour les personnes asthmatiques, donc il n'y a que de l'ibuprofène dedans, et si la douleur est trop forte, tu peux prendre quelque chose comme Kalonal ou quelque chose comme ça, lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,"Deuxième jour d'administration de cisplatine. Les effets secondaires de la nausée se sont atténués, mais la diarrhée et la perte d'appétit étaient si graves que j'ai mangé toute la journée d'hier, et ce matin, j'ai encore eu des maux d'estomac.... <url>",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57.0,<user_name> L'aspirine est contre-indiquée pour les personnes souffrant d'asthme. L'ivermectine indique également que vous ne pouvez la prendre que si vous avez une infection coronarienne.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,"Problème] Homme de 43 ans. Il prend des médicaments immunosuppresseurs pour la polyarthrite rhumatoïde. Il y a deux semaines, une ligne thoracique montre une ombre blanche sur tout le champ pulmonaire. Le lendemain, il présente une dyspnée. De nombreuses images en double aveugle ont été observées dans le bloc ventriculaire gauche et le bloc ventriculaire droit. Quel est le traitement approprié ? (i) \cHH}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.0,"Bonjour, on prévoit de la pluie pour la matinée #Crise de goutte Jour 176 #Accompli 55 jours de sobriété #Sobriété 8/14 - boire #Febrik Jour 103 #Colchicine Jour 101 #Selecox Jour 28 Ј",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,"Les comprimés de mésalazine sont le premier choix pour le traitement de la colite ulcéreuse. Il s'agit de la version générique de Pentasa Injection. Je sais que cela peut être très difficile pour les personnes qui prennent ce médicament, mais essayons d'aider de toutes les manières possibles#Maladie de Crohn <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.0,"<user_name> Bonjour j'ai eu des moments où les effets secondaires de la cyclophosphamide étaient trop forts pour que je puisse dormir, j'ai eu du mal à m'endormir et quand je me suis réveillée ce matin j'étais couchée depuis environ une heure avec des nausées et de la fatigue.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62.0,"<user_name> La cyclophosphamide est un médicament anticancéreux. Il est utilisé pour inhiber la croissance des cellules cancéreuses, mais semble être efficace dans la vascularite associée au C. (Résultats de l'image.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.0,"[Nom générique] Ethambutol [Nom commercial] Ethambutol atteinte hépatique [Classification du médicament] Antituberculeux [Posologie] 0,75 g [Indication] Tuberculose pulmonaire [Effets secondaires] Déficience visuelle [Pharmacologie] Inhibition de la synthèse des acides nucléiques.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.0,"<user_name> S'il vous plaît prenez soin de vous, j'avais une paralysie faciale et c'est parti quand j'ai pris des stéroïdes lol.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.0,<user_name> J'ai aussi de la diarrhée quand je prends des médicaments contre la colite ulcéreuse.... Elle ne prend que jusqu'à 10 comprimés de mésalazine par jour et j'ai du mal à manger à cause des douleurs d'estomac lol.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68.0,"Aujourd'hui, c'est le jour du méthotrexate. J'ai fait attention à ne pas oublier de le prendre le matin, mais si je le prends le soir, je dois arrêter car la douleur devient plus forte... Comment les personnes atteintes de polyarthrite rhumatoïde peuvent-elles aller mieux ? #RheumatoidArthritis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.0,"Effets secondaires de l'azathioprine : myélosuppression, atteinte hépatique et suppression de la moelle osseuse. L'un des rares effets secondaires de l'utilisation de stéroïdes est la ""fièvre récurrente"" ou les ""fortes fièvres multiples"". Les symptômes sont exacerbés par la prise du médicament et l'utilisation d'agents biologiques doit être envisagée.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.0,"<user_name> Je vois. Je prends aussi de la mésalazine en ce moment, donc j'interprète ça comme ""parce que je prends de la mésalazine"". J'ai eu de la diarrhée pendant environ trois jours avec des douleurs abdominales après avoir mangé, mais quand j'ai appelé l'hôpital hier et demandé des conseils, ils m'ont demandé s'ils m'avaient donné des médicaments. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72.0,"Bonjour, il fait froid et étonnamment il neige ce matin. #Crise de goutte Jour 138 #Accompli 55 jours de sobriété #Sobriété 8/14 - boire #Febrik Jour 103 #Colchicine Jour 101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.0,"Colchicine Traitement de la fièvre méditerranéenne familiale. Largement prescrit pour le site privilégié de la goutte. Les effets secondaires comprennent des vomissements, des diarrhées, une hypoesthésie cutanée et une dyspnée. Nom de marque ""Colchicine"".",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.0,"<user_name>Excusez-moi de l'extérieur. Nous les utilisons aussi pour traiter la colite ulcéreuse maintenant, mais nous prenons des comprimés de Pentasa et des comprimés de mesalazine. Que font les autres ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.0,"<user_name> J'ai eu de la fièvre après la première vaccination et j'ai continué à avoir de la fièvre et des malaises à plus de 38°C pendant deux jours. J'ai réussi à m'en sortir avec de l'infliximab, de l'adefoscoa (mesalazine) antipyrétique et du Kalonal, mais le lendemain, la température n'est pas descendue à 37°C et le troisième jour, j'ai eu une légère fièvre...",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.0,<user_name> Je ne peux même pas prendre de loxoprofène à cause de mon asthme à l'aspirine.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79.0,"Acamine 50 50 mg x 60 comprimés pour les infections bactériennes telles que l'acné, la bronchite et les maladies. Version générique de la Minomycine. Le principe actif, la minocycline, tue les bactéries et traite l'infection. Infections de la peau, des voies respiratoires,.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.0,"<user_name> Bonjour. Les antibiotiques ont arrêté la douleur dans votre estomac et la diarrhée s'est un peu calmée, j'espère que vous vous sentirez mieux bientôt... !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.0,"On m'a dit que l'un des effets secondaires du cisplatine était les troubles de l'estomac, mais je me demande si cela va durer aussi longtemps... #Cancer du poumon non à petites cellules",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.0,"<user_name> Je suis sous mésalazine en ce moment et j'ai une éruption médicamenteuse...  Quand c'est le plus dur, les comprimés de stéroïdes me calment si je les prends, mais je semble être sujet à des effets secondaires pendant environ deux semaines...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83.0,"Effets secondaires de l'azathioprine, myélosuppression #Plâtre nuageux violet <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,La cyclosporine provoque des maux de tête douloureux.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.0,"Cisplatine Nausées et fatigue, vomissements environ une fois par jour. Peut-être que le -1 fait son effet et que je me sens mieux ? Je commençais à le penser, mais ce matin, je n'ai pas pu dormir beaucoup parce que j'avais mal au ventre et que j'avais mal, je n'ai pas déjeuné...",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
89.0,<user_name>C et les résultats des analyses d'urine peuvent indiquer la possibilité de développer un asthme récurrent ou réfractaire après un traitement par cyclophosphamide.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.0,"<user_name> J'ai eu des effets secondaires avec l'amiodarone, alors faites attention ! Je souffre aussi de fibrillation auriculaire et d'arythmie, mais maintenant le médicament fonctionne et je me sens beaucoup mieux.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.0,"Bonjour, l'autre jour, j'ai eu ma première visite en consultation externe après ma sortie de l'hôpital. Il a dit que lorsque la cyclosporine (immunosuppresseur) passe à 10 mg, il peut développer des effets secondaires : hypertension et anémie. Par conséquent, il a été décidé de réduire à nouveau la dose à pre-5mg à partir de cette semaine. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.0,"Jour 4 depuis que j'ai commencé à prendre de la minocycline Nausées, maux de tête, fatigue et vertiges sont mauvais quand la Loxonin s'estompe. Je devrais aller voir un ORL demain ou...",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95.0,"Hier, j'ai subi un examen avec contraste. J'ai reçu les résultats et j'ai été surprise d'apprendre qu'il n'y avait pas de métastases dans les poumons. Les analyses de sang étaient normales, donc je ne peux pas en être sûre... Il semble que je sois en bonne santé pour l'instant !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96.0,"J'ai commencé à prendre des stéroïdes (mésalazine) et des antibiotiques aujourd'hui. L'effet secondaire est une forte douleur abdominale et je n'ai pas faim... J'ai eu un peu peur, mais je prie pour mon rétablissement <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97.0,"<user_name> Comment faites-vous ? J'ai aussi de la polyarthrite rhumatoïde et je prends du méthotrexate depuis deux jours de suite, mais je n'ai pas d'effets secondaires Je me sens beaucoup mieux avec un seul comprimé en moins, donc je n'augmente pas et je vois comment ça se passe... !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,"Quatrième jour de traitement au cisplatine, les nausées ont disparu mais les effets secondaires de diarrhée et de fatigue sont si importants que je n'arrive pas à dormir. Je me demande si c'est un peu mieux que lorsque j'ai été hospitalisée hier après-midi pour un traitement anticancéreux - Oyasuminasai.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,"#Methotrexate Les effets secondaires comprennent des nausées, une anorexie et des diarrhées. Les symptômes se sont nettement améliorés au cours des cinq premiers jours de traitement. Encore un peu d'essoufflement et de gonflement 10 jours après la prise.",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,"Des cas de traitement antiplaquettaire pour la fibrillation auriculaire (par exemple, infarctus cérébral) avec dosage de l'aspirine ont également été signalés. #Shibagaki, Teijo<url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.0,Choisissez-en trois. a. Splénomégalie b. Tumeur adrénocorticale c. Diurétiques thiazidiques d. Impulsion stéroïde e. Cirrhose La bonne réponse est => <url>.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.0,"<user_name> J'ai commencé à prendre de la colchicine et après environ une semaine, la douleur et le gonflement ont diminué et les douleurs articulaires ont disparu. Je prends deux autres stéroïdes depuis environ cinq mois maintenant, et je ne suis toujours pas complètement guéri.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,"<user_name> Enchanté de faire votre connaissance. J'ai eu des vomissements et des diarrhées comme effet secondaire de la mésalazine, mais j'ai dit au médecin que j'étais également préoccupée par la perte d'appétit et la perte de poids et j'ai essayé le médicament prescrit et ça s'est amélioré ()Merci !",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,"<user_name> J'ai eu une éruption cutanée due aux effets secondaires du C et de la cyclophosphamide, mais on peut mettre de la pommade stéroïdienne dessus, la première fois que je l'ai eue, elle a enflé de mon visage jusqu'à mes joues vers le deuxième jour.... (LOL)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110.0,"<user_name> On m'a également prescrit de la minocycline pour soulager les effets secondaires des vertiges et des maux de tête - attention ''La minocycline a pour effet secondaire des vertiges...''. Je n'en prendrai que le matin aujourd'hui et je pense que tout ira bien jusqu'au soir. S'il vous plaît, travaillez vite~ <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.0,"[Nom générique] Ethambutol [Nom commercial] Esambuton [Classification des médicaments] Antituberculeux [Posologie] 0,75 g [Indication] Tuberculose pulmonaire [Effets secondaires] Déficience visuelle [Pharmacologie] Inhibition de la synthèse des acides nucléiques.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,"Cyclophosphamide (nom commercial : Endoxan) Les effets secondaires comprennent l'ostéoporose, la pneumonie interstitielle et l'insuffisance cardiaque.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114.0,"Les effets secondaires de l'amiodarone comprennent la pneumonie interstitielle et les anomalies des hormones thyroïdiennes ""Le candidat signataire est Amio, oui.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.0,"<user_name> Je souffre de colite ulcéreuse. Je suis en rémission grâce aux comprimés de mésalazine, mais j'ai toujours la diarrhée après plus de deux semaines de prise. Connaissez-vous quelqu'un d'autre qui prend le même médicament et qui présente des symptômes similaires ?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,"Je prends un antibiotique appelé minocycline, mais j'ai mal au ventre... Je n'arrive pas à arrêter la diarrhée ! Je vais aller à l'hôpital.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118.0,"Réduction de la dose de 5 mg de prednisone à partir d'aujourd'hui. Je pensais que la mésalazine pouvait me rendre constipée, mais j'ai toujours le ventre qui se détache, est-ce mon imagination ?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119.0,"Il peut y avoir des effets secondaires du cisplatine, comme des lésions rénales et un faible g, une perte d'appétit et une perte de cheveux, mais si c'est le cas, gardez-la plus énergique qu'elle ne l'est maintenant. <url>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121.0,<user_name> C'est un effet secondaire de la cyclophosphamide. Exactement les mêmes symptômes que lorsque vous avez une cystite hémorragique.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.0,"J'ai mal au ventre, probablement à cause des antibiotiques que le dentiste m'a donnés. J'ai encore mal à l'estomac <url>.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
